id,pred,pred_proba
41629,0,0
41630,0,0.01
41631,0,0.01
41632,0,0.09
41633,0,0.13
41634,1,0.59
41635,0,0
41636,1,0.57
41637,0,0.02
41638,0,0.03
41639,0,0.01
41640,0,0.04
41641,0,0.16
41642,0,0.14
41643,0,0.27
41644,0,0
41645,0,0.01
41646,1,0.59
41647,0,0.47
41648,0,0.28
41649,0,0.1
41650,0,0.01
41651,0,0.27
41652,0,0.05
41653,0,0
41654,0,0.01
41655,0,0.01
41656,0,0
41657,0,0.04
41658,0,0.14
41659,0,0.39
41660,0,0.15
41661,0,0.01
41662,0,0.01
41663,0,0.07
41664,0,0.07
41665,0,0.27
41666,0,0.06
41667,0,0.01
41668,0,0.01
41669,0,0.01
41670,0,0
41671,0,0.06
41672,0,0
41673,0,0.02
41674,1,0.77
41675,0,0.03
41676,0,0.03
41677,0,0
41678,0,0.06
41679,0,0
41680,0,0
41681,0,0
41682,0,0.16
41683,0,0
41684,0,0
41685,0,0
41686,0,0.03
41687,0,0
41688,0,0.08
41689,0,0
41690,0,0.15
41691,0,0.04
41692,0,0.01
41693,0,0.44
41694,0,0.02
41695,0,0.15
41696,0,0.01
41697,0,0
41698,0,0
41699,0,0.23
41700,0,0
41701,0,0.48
41702,0,0.09
41703,0,0.03
41704,0,0.06
41705,0,0.16
41706,0,0
41707,0,0
41708,0,0.19
41709,0,0.1
41710,0,0.32
41711,0,0.03
41712,0,0.13
41713,0,0.03
41714,0,0.03
41715,0,0.02
41716,0,0.01
41717,0,0.45
41718,0,0.08
41719,0,0.04
41720,0,0.38
41721,0,0.39
41722,0,0.09
41723,1,0.51
41724,0,0
41725,0,0.01
41726,0,0
41727,0,0
41728,0,0
41729,0,0.02
41730,0,0.03
41731,0,0.02
41732,0,0
41733,0,0.04
41734,0,0.06
41735,0,0
41736,0,0
41737,0,0
41738,0,0
41739,0,0.05
41740,0,0
41741,0,0.24
41742,0,0.04
41743,0,0.36
41744,0,0.01
41745,0,0
41746,0,0
41747,0,0.01
41748,0,0.26
41749,0,0
41750,0,0.03
41751,0,0
41752,0,0
41753,0,0
41754,0,0
41755,0,0.02
41756,0,0.01
41757,0,0
41758,0,0.02
41759,0,0.03
41760,0,0
41761,0,0.01
41762,0,0.04
41763,0,0
41764,0,0
41765,0,0.34
41766,0,0.07
41767,0,0.13
41768,0,0.31
41769,0,0.45
41770,1,0.8
41771,0,0.39
41772,0,0
41773,0,0.06
41774,0,0.32
41775,0,0.01
41776,0,0.45
41777,0,0.06
41778,0,0.24
41779,0,0.01
41780,0,0.05
41781,0,0
41782,0,0.01
41783,0,0.01
41784,0,0.05
41785,0,0.01
41786,0,0.01
41787,0,0.47
41788,0,0.21
41789,0,0
41790,0,0.08
41791,0,0
41792,0,0.05
41793,0,0
41794,0,0.06
41795,0,0.02
41796,0,0
41797,0,0
41798,0,0.01
41799,0,0.01
41800,0,0.07
41801,0,0
41802,0,0.46
41803,0,0.01
41804,0,0
41805,0,0.37
41806,0,0
41807,0,0.43
41808,0,0.24
41809,0,0.09
41810,0,0
41811,0,0.14
41812,0,0.01
41813,0,0.02
41814,0,0.28
41815,0,0.14
41816,0,0.03
41817,0,0.01
41818,0,0.03
41819,0,0.09
41820,0,0.13
41821,0,0
41822,0,0.02
41823,0,0.2
41824,0,0.02
41825,0,0
41826,0,0
41827,0,0.01
41828,0,0.12
41829,0,0.01
41830,0,0.11
41831,0,0.35
41832,1,0.58
41833,0,0.02
41834,0,0.08
41835,0,0.05
41836,0,0.04
41837,0,0.17
41838,0,0.11
41839,0,0.01
41840,0,0
41841,0,0.05
41842,0,0.46
41843,0,0.02
41844,0,0.01
41845,0,0.03
41846,0,0.12
41847,0,0.04
41848,0,0.03
41849,0,0.07
41850,0,0.03
41851,0,0.19
41852,0,0.01
41853,0,0
41854,0,0.06
41855,0,0
41856,0,0
41857,0,0.01
41858,0,0.01
41859,0,0.01
41860,0,0.01
41861,0,0.35
41862,0,0
41863,0,0.01
41864,0,0.02
41865,0,0
41866,0,0.09
41867,0,0.05
41868,0,0.14
41869,1,0.69
41870,0,0.07
41871,0,0.06
41872,0,0.03
41873,0,0.02
41874,0,0.14
41875,0,0
41876,0,0.07
41877,0,0.01
41878,0,0.13
41879,0,0.05
41880,0,0.39
41881,0,0
41882,0,0.03
41883,0,0.01
41884,0,0.31
41885,0,0.22
41886,0,0.01
41887,0,0.02
41888,0,0.02
41889,0,0.45
41890,0,0.01
41891,1,0.66
41892,0,0.27
41893,0,0
41894,0,0
41895,0,0.02
41896,0,0.03
41897,0,0.03
41898,0,0.04
41899,0,0.01
41900,0,0
41901,0,0.02
41902,0,0.15
41903,0,0
41904,0,0.03
41905,0,0.01
41906,0,0.07
41907,0,0.3
41908,0,0.41
41909,0,0
41910,0,0.04
41911,0,0
41912,0,0.05
41913,0,0.12
41914,1,0.55
41915,0,0.22
41916,0,0.17
41917,0,0.05
41918,0,0.12
41919,1,0.59
41920,0,0.08
41921,0,0.13
41922,0,0.15
41923,0,0.4
41924,0,0.08
41925,0,0.03
41926,0,0.06
41927,0,0
41928,0,0
41929,0,0.01
41930,0,0.02
41931,0,0.19
41932,0,0.32
41933,0,0.16
41934,0,0.13
41935,0,0.05
41936,0,0
41937,0,0.03
41938,0,0.42
41939,0,0
41940,0,0.07
41941,1,0.65
41942,0,0
41943,0,0.01
41944,0,0.1
41945,0,0
41946,0,0.27
41947,0,0.01
41948,0,0.09
41949,0,0.35
41950,0,0.11
41951,0,0.18
41952,0,0.4
41953,0,0.01
41954,0,0
41955,1,0.62
41956,0,0
41957,0,0.1
41958,0,0
41959,0,0.06
41960,0,0.43
41961,0,0.01
41962,0,0.05
41963,0,0.02
41964,0,0
41965,0,0
41966,0,0.22
41967,0,0
41968,0,0.03
41969,0,0.07
41970,0,0.47
41971,0,0.18
41972,0,0.03
41973,0,0.02
41974,0,0.04
41975,0,0
41976,0,0.03
41977,0,0.01
41978,0,0.02
41979,0,0.01
41980,0,0
41981,0,0.04
41982,0,0.05
41983,0,0.02
41984,0,0.01
41985,0,0.02
41986,0,0
41987,1,0.8
41988,0,0
41989,0,0
41990,0,0.16
41991,0,0.27
41992,0,0.11
41993,0,0.02
41994,0,0.03
41995,0,0
41996,0,0.32
41997,0,0.04
41998,0,0.11
41999,0,0
42000,0,0.36
42001,0,0.32
42002,0,0
42003,0,0
42004,0,0.01
42005,0,0
42006,0,0.08
42007,0,0.01
42008,0,0.12
42009,0,0.02
42010,0,0.01
42011,0,0
42012,0,0.06
42013,0,0.08
42014,0,0.04
42015,0,0.01
42016,0,0.29
42017,0,0
42018,0,0.03
42019,0,0.01
42020,0,0.42
42021,0,0.4
42022,0,0
42023,0,0
42024,0,0.03
42025,0,0.06
42026,0,0.33
42027,0,0.02
42028,0,0.06
42029,0,0.15
42030,0,0.01
42031,0,0.03
42032,0,0.29
42033,0,0.04
42034,0,0
42035,0,0
42036,0,0.31
42037,0,0.08
42038,0,0.37
42039,0,0
42040,0,0.33
42041,0,0.01
42042,0,0.02
42043,0,0.3
42044,0,0.21
42045,0,0.03
42046,0,0
42047,0,0
42048,0,0.1
42049,1,0.52
42050,0,0.02
42051,0,0.09
42052,0,0.01
42053,0,0.25
42054,0,0.02
42055,0,0.01
42056,0,0.02
42057,0,0.01
42058,0,0.09
42059,0,0
42060,0,0
42061,0,0.26
42062,0,0.02
42063,0,0.09
42064,0,0.05
42065,0,0.18
42066,0,0
42067,0,0.11
42068,0,0.02
42069,0,0.02
42070,0,0.11
42071,0,0.03
42072,0,0.01
42073,0,0
42074,0,0.21
42075,0,0
42076,0,0.02
42077,0,0.04
42078,0,0.04
42079,0,0.04
42080,0,0.01
42081,0,0.02
42082,0,0.02
42083,0,0.02
42084,0,0.16
42085,0,0.01
42086,0,0.01
42087,0,0
42088,0,0.02
42089,0,0.03
42090,0,0
42091,0,0.1
42092,0,0.03
42093,0,0
42094,0,0.05
42095,0,0.01
42096,0,0
42097,0,0
42098,0,0
42099,0,0.01
42100,0,0
42101,0,0.15
42102,0,0.08
42103,0,0
42104,0,0.01
42105,0,0.03
42106,0,0.09
42107,0,0.02
42108,0,0.01
42109,0,0.01
42110,0,0.02
42111,0,0.05
42112,0,0
42113,0,0.02
42114,0,0.01
42115,0,0
42116,0,0
42117,0,0.06
42118,0,0
42119,0,0.05
42120,0,0.03
42121,0,0.01
42122,0,0.18
42123,0,0.01
42124,0,0.02
42125,0,0
42126,0,0.06
42127,0,0.11
42128,1,0.52
42129,0,0.31
42130,0,0.13
42131,0,0.04
42132,0,0.05
42133,0,0.29
42134,0,0.03
42135,0,0.05
42136,1,0.59
42137,0,0.12
42138,0,0.41
42139,0,0
42140,0,0
42141,0,0.05
42142,0,0
42143,0,0.32
42144,0,0.07
42145,0,0.07
42146,0,0
42147,1,0.64
42148,0,0.34
42149,0,0.49
42150,0,0.02
42151,0,0.02
42152,0,0.04
42153,0,0.02
42154,0,0
42155,0,0
42156,0,0.08
42157,0,0.07
42158,0,0.31
42159,1,0.68
42160,0,0.1
42161,0,0.03
42162,0,0
42163,0,0.18
42164,0,0.43
42165,0,0.05
42166,0,0
42167,0,0.04
42168,0,0.22
42169,0,0.03
42170,0,0.01
42171,0,0.05
42172,0,0.01
42173,0,0.3
42174,0,0.04
42175,0,0.09
42176,1,0.76
42177,1,0.55
42178,0,0.09
42179,0,0.02
42180,0,0.06
42181,0,0.04
42182,0,0.01
42183,0,0
42184,0,0.15
42185,0,0.29
42186,0,0.02
42187,0,0.05
42188,0,0
42189,0,0.02
42190,0,0.14
42191,0,0.01
42192,0,0.01
42193,0,0
42194,0,0
42195,0,0.1
42196,0,0.08
42197,0,0.16
42198,0,0.09
42199,0,0
42200,1,0.6
42201,0,0
42202,0,0
42203,0,0.07
42204,0,0.03
42205,0,0.43
42206,0,0.01
42207,0,0
42208,0,0.31
42209,0,0.01
42210,0,0.08
42211,0,0.02
42212,0,0.06
42213,0,0.25
42214,0,0.08
42215,0,0.01
42216,0,0.23
42217,0,0.01
42218,0,0.47
42219,0,0
42220,0,0.01
42221,0,0.32
42222,1,0.71
42223,0,0.28
42224,0,0.02
42225,1,0.6
42226,0,0.03
42227,0,0.25
42228,0,0.01
42229,0,0.04
42230,1,0.58
42231,0,0.02
42232,0,0.35
42233,0,0.02
42234,0,0
42235,0,0.26
42236,0,0.3
42237,0,0
42238,0,0
42239,0,0.01
42240,0,0.04
42241,1,0.65
42242,0,0.41
42243,0,0.02
42244,0,0.04
42245,0,0
42246,0,0.27
42247,0,0
42248,0,0.46
42249,0,0
42250,0,0.01
42251,0,0.03
42252,0,0.14
42253,0,0.13
42254,0,0
42255,0,0.01
42256,0,0.09
42257,0,0.01
42258,0,0.28
42259,0,0.02
42260,0,0.01
42261,0,0
42262,0,0.44
42263,1,0.74
42264,0,0.47
42265,0,0.02
42266,0,0.18
42267,0,0.11
42268,0,0.17
42269,0,0
42270,0,0.05
42271,0,0.29
42272,0,0.11
42273,0,0.02
42274,0,0.07
42275,0,0.29
42276,0,0.03
42277,0,0.41
42278,0,0
42279,0,0
42280,0,0.06
42281,0,0.01
42282,0,0.01
42283,0,0
42284,0,0.1
42285,0,0.01
42286,0,0.4
42287,0,0.08
42288,1,0.68
42289,0,0.02
42290,0,0.05
42291,0,0.11
42292,0,0.01
42293,0,0.17
42294,0,0.01
42295,0,0.08
42296,0,0
42297,0,0.04
42298,0,0.1
42299,0,0.02
42300,0,0.02
42301,0,0.5
42302,0,0
42303,0,0.02
42304,0,0.06
42305,0,0.1
42306,0,0.01
42307,0,0.03
42308,0,0.25
42309,0,0
42310,0,0.2
42311,1,0.79
42312,0,0
42313,0,0.03
42314,0,0.2
42315,0,0.01
42316,0,0.17
42317,0,0.01
42318,0,0.01
42319,0,0
42320,0,0
42321,0,0.04
42322,0,0.01
42323,0,0.03
42324,0,0.04
42325,0,0.33
42326,0,0
42327,0,0.02
42328,0,0.02
42329,0,0.01
42330,0,0.45
42331,0,0.01
42332,0,0.01
42333,0,0.11
42334,0,0.02
42335,0,0
42336,0,0.02
42337,0,0.01
42338,0,0.03
42339,0,0.23
42340,0,0
42341,0,0.01
42342,0,0.03
42343,0,0
42344,0,0.31
42345,0,0
42346,0,0.01
42347,0,0
42348,0,0.4
42349,0,0
42350,0,0.06
42351,0,0.01
42352,0,0
42353,0,0.01
42354,0,0.03
42355,0,0.16
42356,0,0.03
42357,0,0.03
42358,0,0.02
42359,0,0
42360,0,0.31
42361,0,0.06
42362,0,0.41
42363,0,0.06
42364,0,0
42365,0,0
42366,0,0.03
42367,0,0.04
42368,0,0.33
42369,0,0.15
42370,0,0.1
42371,0,0.32
42372,0,0.19
42373,0,0
42374,0,0.18
42375,0,0.02
42376,0,0.05
42377,0,0.03
42378,1,0.64
42379,0,0.02
42380,0,0.11
42381,0,0.12
42382,0,0.05
42383,0,0.17
42384,0,0.01
42385,0,0.04
42386,0,0.18
42387,0,0.1
42388,0,0.03
42389,0,0.39
42390,0,0.01
42391,0,0.1
42392,0,0.1
42393,0,0.07
42394,0,0.16
42395,1,0.69
42396,0,0.03
42397,0,0.01
42398,0,0.01
42399,0,0.17
42400,0,0.41
42401,0,0
42402,0,0.12
42403,0,0.02
42404,0,0.38
42405,0,0
42406,0,0
42407,0,0.02
42408,0,0.01
42409,0,0
42410,0,0.03
42411,0,0.13
42412,0,0.02
42413,0,0.01
42414,0,0
42415,0,0.21
42416,0,0.06
42417,0,0.04
42418,0,0.04
42419,0,0.02
42420,0,0.03
42421,0,0.15
42422,0,0.02
42423,0,0.21
42424,0,0
42425,0,0.43
42426,0,0.05
42427,0,0.27
42428,0,0.15
42429,0,0.08
42430,0,0
42431,0,0.36
42432,0,0.02
42433,0,0.01
42434,0,0.13
42435,0,0.02
42436,1,0.54
42437,0,0.09
42438,1,0.89
42439,0,0.32
42440,0,0.19
42441,0,0.09
42442,0,0.06
42443,0,0.09
42444,0,0.02
42445,0,0
42446,0,0.31
42447,0,0.04
42448,0,0
42449,0,0.07
42450,0,0.02
42451,0,0.11
42452,0,0.17
42453,0,0.02
42454,0,0.12
42455,0,0.46
42456,0,0.01
42457,0,0.01
42458,0,0.01
42459,0,0.09
42460,0,0.19
42461,0,0.01
42462,0,0
42463,0,0
42464,0,0.16
42465,0,0.07
42466,0,0.1
42467,0,0.03
42468,0,0
42469,0,0
42470,0,0.09
42471,0,0
42472,0,0
42473,0,0.01
42474,0,0.03
42475,0,0.1
42476,0,0.1
42477,0,0.03
42478,0,0.31
42479,0,0
42480,0,0.05
42481,0,0.36
42482,0,0.01
42483,0,0.13
42484,0,0.05
42485,0,0
42486,0,0
42487,0,0.02
42488,0,0.15
42489,0,0.33
42490,0,0.09
42491,0,0
42492,0,0.01
42493,0,0.11
42494,0,0.15
42495,0,0.46
42496,0,0.03
42497,0,0
42498,0,0.03
42499,0,0.07
42500,0,0.01
42501,0,0.02
42502,0,0.03
42503,0,0.02
42504,0,0
42505,0,0.27
42506,0,0.46
42507,0,0.06
42508,0,0.02
42509,0,0.01
42510,1,0.89
42511,0,0
42512,0,0
42513,0,0
42514,0,0
42515,0,0.11
42516,0,0
42517,1,0.7
42518,0,0
42519,0,0.01
42520,0,0.13
42521,0,0.02
42522,0,0.17
42523,0,0.04
42524,0,0.01
42525,0,0.01
42526,0,0.36
42527,0,0.04
42528,0,0.14
42529,0,0
42530,1,0.63
42531,0,0
42532,0,0.01
42533,0,0.01
42534,0,0.08
42535,0,0.11
42536,0,0.03
42537,0,0.03
42538,0,0.06
42539,0,0
42540,0,0.01
42541,0,0.13
42542,0,0.04
42543,0,0.09
42544,0,0.2
42545,0,0.01
42546,0,0.03
42547,0,0
42548,0,0.02
42549,0,0.01
42550,0,0
42551,0,0
42552,0,0.13
42553,0,0.02
42554,1,0.6
42555,0,0.02
42556,1,0.59
42557,0,0.02
42558,0,0.01
42559,0,0.04
42560,0,0.03
42561,0,0.02
42562,0,0.02
42563,0,0.01
42564,0,0.02
42565,0,0.14
42566,0,0.17
42567,0,0.41
42568,0,0.3
42569,0,0.01
42570,0,0.28
42571,0,0.04
42572,0,0.08
42573,0,0.27
42574,0,0.03
42575,0,0
42576,0,0.01
42577,0,0.08
42578,0,0
42579,0,0.15
42580,0,0.01
42581,0,0.42
42582,0,0.08
42583,0,0.1
42584,0,0.06
42585,0,0.04
42586,0,0.07
42587,0,0.02
42588,0,0
42589,0,0.03
42590,0,0
42591,0,0.12
42592,1,0.65
42593,0,0.01
42594,0,0.09
42595,0,0.03
42596,0,0.08
42597,0,0.02
42598,0,0.22
42599,0,0.43
42600,0,0.01
42601,0,0
42602,0,0.16
42603,0,0.08
42604,0,0.04
42605,0,0.13
42606,0,0.01
42607,1,0.54
42608,0,0.09
42609,0,0
42610,0,0.02
42611,0,0.12
42612,0,0.13
42613,0,0.07
42614,0,0.01
42615,0,0
42616,0,0.01
42617,0,0.42
42618,0,0.01
42619,0,0.02
42620,0,0.42
42621,0,0
42622,0,0.01
42623,0,0.06
42624,0,0.01
42625,0,0.01
42626,0,0.01
42627,0,0
42628,0,0.07
42629,0,0.01
42630,0,0
42631,0,0
42632,0,0.03
42633,0,0.37
42634,0,0.1
42635,0,0.03
42636,0,0.39
42637,0,0.01
42638,0,0.09
42639,0,0.24
42640,0,0
42641,0,0
42642,0,0.29
42643,0,0.05
42644,0,0
42645,0,0.09
42646,0,0.02
42647,0,0.01
42648,0,0.31
42649,0,0
42650,0,0
42651,0,0
42652,0,0
42653,0,0.01
42654,0,0.14
42655,0,0
42656,0,0.19
42657,0,0
42658,0,0
42659,0,0.05
42660,0,0
42661,0,0.02
42662,0,0
42663,1,0.51
42664,0,0.2
42665,0,0.05
42666,0,0
42667,0,0.07
42668,0,0.43
42669,0,0.03
42670,0,0.04
42671,0,0.03
42672,0,0
42673,0,0
42674,0,0
42675,0,0.07
42676,0,0
42677,0,0.23
42678,0,0.02
42679,0,0.07
42680,0,0
42681,0,0.03
42682,0,0.05
42683,0,0.15
42684,0,0.03
42685,1,0.64
42686,0,0.5
42687,0,0.03
42688,1,0.62
42689,0,0.02
42690,0,0
42691,0,0.01
42692,0,0.01
42693,0,0
42694,0,0.1
42695,0,0.36
42696,0,0.3
42697,0,0.21
42698,0,0.47
42699,0,0
42700,0,0.18
42701,0,0.05
42702,0,0.01
42703,0,0.01
42704,0,0.44
42705,0,0
42706,0,0
42707,0,0.41
42708,0,0
42709,0,0.4
42710,0,0.05
42711,0,0.01
42712,0,0.13
42713,0,0.28
42714,0,0.01
42715,0,0.15
42716,0,0.09
42717,0,0.04
42718,0,0.25
42719,1,0.51
42720,0,0.02
42721,0,0.32
42722,0,0.04
42723,0,0.28
42724,0,0.38
42725,0,0.01
42726,0,0.01
42727,0,0.15
42728,0,0
42729,0,0.05
42730,1,0.73
42731,0,0.08
42732,0,0.01
42733,0,0.01
42734,0,0.03
42735,0,0.03
42736,0,0.11
42737,0,0.02
42738,0,0.07
42739,0,0.06
42740,1,0.72
42741,0,0.04
42742,0,0
42743,0,0.01
42744,0,0.05
42745,0,0.03
42746,0,0.01
42747,1,0.52
42748,0,0.06
42749,0,0.03
42750,0,0.07
42751,0,0.13
42752,0,0
42753,1,0.57
42754,0,0.01
42755,0,0.17
42756,0,0.03
42757,0,0.05
42758,1,0.61
42759,0,0.04
42760,0,0
42761,0,0
42762,0,0
42763,0,0.03
42764,0,0
42765,0,0
42766,0,0.03
42767,0,0.13
42768,1,0.62
42769,0,0.09
42770,0,0.01
42771,0,0.04
42772,1,0.72
42773,0,0.38
42774,0,0.05
42775,0,0.09
42776,0,0
42777,0,0.03
42778,0,0.06
42779,0,0
42780,0,0.02
42781,0,0.13
42782,0,0.33
42783,0,0.05
42784,0,0.01
42785,0,0.24
42786,0,0.02
42787,0,0.32
42788,0,0.13
42789,0,0.3
42790,0,0.09
42791,0,0.01
42792,0,0.26
42793,0,0
42794,0,0
42795,0,0.01
42796,0,0.02
42797,0,0.03
42798,0,0.19
42799,1,0.52
42800,0,0
42801,0,0.01
42802,0,0.01
42803,0,0.13
42804,0,0.42
42805,0,0.26
42806,0,0.26
42807,0,0.01
42808,0,0
42809,1,0.64
42810,0,0.38
42811,0,0.35
42812,0,0.12
42813,0,0.06
42814,0,0.07
42815,0,0
42816,0,0.01
42817,0,0.05
42818,0,0.05
42819,0,0
42820,0,0.02
42821,0,0
42822,0,0.03
42823,0,0
42824,0,0.01
42825,0,0.14
42826,0,0.02
42827,0,0.3
42828,0,0.01
42829,0,0.01
42830,0,0.1
42831,0,0.01
42832,0,0.03
42833,0,0
42834,0,0.03
42835,0,0.46
42836,0,0.01
42837,0,0.01
42838,0,0
42839,0,0.01
42840,0,0.03
42841,0,0
42842,0,0
42843,0,0.06
42844,0,0
42845,0,0
42846,0,0
42847,0,0
42848,0,0.19
42849,0,0.3
42850,0,0.18
42851,0,0
42852,0,0.01
42853,0,0.04
42854,0,0.16
42855,0,0.05
42856,0,0.01
42857,0,0.09
42858,0,0
42859,0,0
42860,0,0.1
42861,0,0.07
42862,0,0.07
42863,0,0.07
42864,0,0.39
42865,0,0.3
42866,0,0.34
42867,0,0.32
42868,0,0.19
42869,0,0
42870,0,0.08
42871,0,0.04
42872,0,0.16
42873,0,0.3
42874,0,0.08
42875,0,0.13
42876,0,0.07
42877,0,0.06
42878,0,0.06
42879,0,0.11
42880,1,0.51
42881,0,0.01
42882,0,0.07
42883,0,0
42884,0,0.01
42885,0,0
42886,0,0.04
42887,0,0.31
42888,0,0.03
42889,0,0.01
42890,0,0.17
42891,0,0
42892,1,0.64
42893,0,0
42894,0,0.12
42895,0,0.36
42896,0,0.02
42897,0,0.04
42898,0,0.19
42899,0,0.01
42900,0,0.05
42901,0,0.38
42902,0,0.16
42903,0,0.34
42904,0,0
42905,0,0.02
42906,0,0.17
42907,0,0.03
42908,0,0.27
42909,0,0
42910,0,0.04
42911,0,0.03
42912,1,0.6
42913,0,0
42914,0,0.49
42915,0,0.2
42916,0,0.08
42917,0,0.07
42918,0,0.28
42919,0,0
42920,0,0.37
42921,0,0.02
42922,0,0.14
42923,0,0.04
42924,0,0.02
42925,0,0
42926,0,0.17
42927,0,0.01
42928,0,0.05
42929,0,0.24
42930,0,0.06
42931,0,0.02
42932,0,0.04
42933,0,0
42934,0,0.13
42935,0,0.1
42936,0,0
42937,0,0
42938,0,0.01
42939,0,0.01
42940,0,0.03
42941,0,0.06
42942,0,0.01
42943,0,0.02
42944,0,0
42945,0,0
42946,0,0
42947,0,0.02
42948,0,0
42949,0,0.02
42950,0,0.01
42951,0,0
42952,0,0.07
42953,0,0.01
42954,0,0.08
42955,0,0.06
42956,0,0
42957,0,0.18
42958,0,0.04
42959,0,0.42
42960,0,0.03
42961,0,0.36
42962,0,0.04
42963,0,0.03
42964,0,0.02
42965,1,0.67
42966,0,0.01
42967,0,0.06
42968,0,0.19
42969,0,0
42970,0,0
42971,0,0.06
42972,0,0.04
42973,0,0.11
42974,0,0.12
42975,0,0.04
42976,0,0.02
42977,0,0.06
42978,0,0
42979,0,0.01
42980,0,0.38
42981,0,0
42982,0,0.25
42983,1,0.74
42984,0,0
42985,0,0.4
42986,0,0.01
42987,0,0.13
42988,0,0.03
42989,1,0.6
42990,0,0.31
42991,0,0.06
42992,0,0.23
42993,0,0
42994,0,0
42995,0,0.01
42996,0,0.03
42997,0,0.04
42998,0,0.01
42999,0,0.01
43000,0,0
43001,0,0.02
43002,0,0.12
43003,0,0
43004,0,0
43005,0,0.11
43006,0,0
43007,0,0.03
43008,0,0
43009,0,0.02
43010,0,0.13
43011,0,0.01
43012,0,0.07
43013,0,0.04
43014,0,0
43015,0,0.06
43016,0,0.05
43017,0,0.03
43018,0,0.14
43019,0,0.01
43020,0,0.15
43021,0,0.02
43022,0,0.05
43023,0,0.4
43024,0,0.02
43025,0,0.33
43026,0,0.04
43027,0,0
43028,0,0.28
43029,0,0
43030,0,0.06
43031,0,0.07
43032,0,0.02
43033,0,0.06
43034,0,0
43035,0,0
43036,0,0
43037,0,0.36
43038,0,0
43039,0,0.12
43040,0,0.01
43041,0,0
43042,0,0.15
43043,0,0.01
43044,0,0.08
43045,0,0.04
43046,1,0.59
43047,1,0.64
43048,0,0.13
43049,0,0.02
43050,0,0
43051,0,0
43052,0,0.04
43053,0,0
43054,0,0
43055,0,0.01
43056,0,0.13
43057,0,0.06
43058,0,0
43059,0,0.22
43060,0,0
43061,0,0
43062,0,0.09
43063,0,0.11
43064,0,0.04
43065,0,0.04
43066,0,0.47
43067,0,0.03
43068,0,0.11
43069,0,0
43070,0,0.01
43071,0,0.1
43072,0,0.01
43073,0,0
43074,0,0
43075,0,0.23
43076,0,0
43077,0,0.1
43078,0,0
43079,0,0.09
43080,0,0.04
43081,0,0.12
43082,0,0.03
43083,0,0.02
43084,0,0.1
43085,0,0.08
43086,0,0
43087,0,0.04
43088,0,0.04
43089,0,0.01
43090,0,0.08
43091,0,0.01
43092,0,0.03
43093,0,0.12
43094,0,0.02
43095,0,0.01
43096,0,0.01
43097,0,0.45
43098,0,0.01
43099,0,0
43100,0,0.02
43101,0,0.02
43102,0,0.02
43103,1,0.76
43104,0,0.02
43105,1,0.7
43106,1,0.53
43107,0,0.03
43108,0,0.01
43109,0,0.06
43110,0,0.12
43111,0,0
43112,0,0
43113,0,0
43114,0,0
43115,0,0.02
43116,0,0.03
43117,0,0
43118,0,0
43119,0,0
43120,0,0.5
43121,0,0
43122,0,0.13
43123,0,0.04
43124,0,0
43125,0,0.08
43126,0,0.32
43127,0,0
43128,0,0.01
43129,0,0.02
43130,0,0.23
43131,0,0.04
43132,0,0.06
43133,0,0.21
43134,0,0.02
43135,0,0.12
43136,0,0.02
43137,0,0.39
43138,0,0.03
43139,0,0.08
43140,0,0.02
43141,0,0.01
43142,0,0.01
43143,0,0.35
43144,0,0.13
43145,0,0.04
43146,0,0
43147,0,0.35
43148,0,0.01
43149,0,0.05
43150,0,0.26
43151,0,0
43152,0,0.02
43153,0,0.2
43154,1,0.72
43155,0,0.03
43156,0,0
43157,0,0.15
43158,1,0.63
43159,0,0.02
43160,0,0.3
43161,0,0.07
43162,0,0
43163,0,0.03
43164,0,0.33
43165,0,0.32
43166,0,0.1
43167,0,0
43168,0,0.3
43169,0,0.02
43170,0,0.09
43171,0,0.19
43172,0,0
43173,1,0.56
43174,0,0
43175,0,0
43176,0,0.16
43177,0,0.12
43178,0,0.35
43179,0,0.36
43180,0,0
43181,0,0
43182,0,0
43183,0,0.12
43184,0,0.08
43185,0,0.03
43186,0,0
43187,0,0.01
43188,0,0.47
43189,0,0
43190,0,0.05
43191,0,0
43192,0,0.17
43193,0,0.07
43194,0,0.04
43195,0,0.02
43196,0,0.05
43197,0,0.13
43198,0,0.03
43199,0,0
43200,0,0.01
43201,0,0.13
43202,0,0.03
43203,0,0.26
43204,0,0.13
43205,1,0.57
43206,0,0
43207,0,0.02
43208,0,0.03
43209,0,0
43210,0,0
43211,0,0.06
43212,0,0.13
43213,0,0.4
43214,0,0.16
43215,0,0.15
43216,0,0.15
43217,0,0
43218,0,0.44
43219,0,0.5
43220,0,0.05
43221,0,0.48
43222,0,0.02
43223,0,0.14
43224,0,0.07
43225,0,0.33
43226,0,0.02
43227,0,0
43228,0,0.01
43229,0,0.04
43230,0,0
43231,0,0.04
43232,0,0.08
43233,0,0.01
43234,0,0.03
43235,0,0
43236,0,0.18
43237,0,0.03
43238,0,0.04
43239,0,0
43240,0,0.08
43241,0,0.01
43242,0,0
43243,0,0.01
43244,0,0.01
43245,0,0
43246,0,0
43247,0,0.45
43248,0,0
43249,0,0
43250,0,0.03
43251,0,0.01
43252,0,0
43253,1,0.65
43254,0,0.08
43255,0,0
43256,0,0.04
43257,0,0.06
43258,0,0.04
43259,0,0.32
43260,0,0.26
43261,0,0.03
