id,pred,pred_proba
40860,0,0.21
40861,0,0.16
40862,0,0.02
40863,0,0.05
40864,0,0.17
40865,0,0.1
40866,0,0.27
40867,0,0.03
40868,1,0.66
40869,0,0.07
40870,0,0.05
40871,0,0
40872,0,0.08
40873,0,0.03
40874,0,0.05
40875,0,0.26
40876,0,0.03
40877,0,0.28
40878,0,0.02
40879,0,0.2
40880,0,0.09
40881,0,0.05
40882,0,0.03
40883,0,0.1
40884,0,0.06
40885,0,0.14
40886,0,0.03
40887,0,0.29
40888,0,0.02
40889,0,0
40890,0,0
40891,0,0.07
40892,0,0.08
40893,0,0.01
40894,0,0.01
40895,0,0.15
40896,0,0
40897,0,0.03
40898,0,0.09
40899,0,0.32
40900,0,0.08
40901,0,0.07
40902,0,0
40903,0,0
40904,0,0
40905,0,0
40906,0,0
40907,0,0
40908,0,0.01
40909,0,0
40910,0,0.25
40911,0,0.22
40912,0,0.16
40913,1,0.51
40914,0,0.02
40915,0,0.04
40916,0,0.01
40917,0,0.14
40918,0,0.1
40919,1,0.72
40920,0,0.04
40921,0,0.01
40922,0,0
40923,0,0.1
40924,0,0.04
40925,0,0.03
40926,1,0.62
40927,0,0.29
40928,0,0.02
40929,0,0.05
40930,0,0.03
40931,0,0.04
40932,0,0.02
40933,0,0.01
40934,0,0
40935,1,0.62
40936,0,0
40937,0,0.35
40938,0,0.2
40939,0,0.1
40940,0,0
40941,0,0.04
40942,0,0.13
40943,0,0.01
40944,0,0.07
40945,0,0
40946,0,0.22
40947,0,0.04
40948,0,0.48
40949,0,0.01
40950,0,0.02
40951,0,0
40952,0,0
40953,0,0.08
40954,0,0
40955,0,0.03
40956,0,0.29
40957,1,0.51
40958,0,0
40959,0,0.01
40960,0,0.08
40961,0,0.04
40962,0,0.03
40963,0,0.13
40964,0,0.01
40965,0,0
40966,0,0.09
40967,0,0.07
40968,0,0.03
40969,0,0.02
40970,0,0.11
40971,0,0.14
40972,0,0.01
40973,0,0.28
40974,0,0.03
40975,0,0.3
40976,0,0.3
40977,0,0.01
40978,0,0.02
40979,0,0.2
40980,0,0.03
40981,0,0
40982,0,0.01
40983,0,0
40984,0,0
40985,0,0
40986,0,0.04
40987,0,0.32
40988,0,0.13
40989,0,0.07
40990,0,0.01
40991,0,0.19
40992,0,0.16
40993,0,0.06
40994,0,0.08
40995,0,0.03
40996,0,0.02
40997,0,0.37
40998,0,0.02
40999,0,0.01
41000,0,0
41001,0,0.03
41002,0,0.08
41003,0,0.05
41004,0,0
41005,0,0.33
41006,0,0.03
41007,0,0.15
41008,0,0
41009,0,0
41010,0,0.02
41011,0,0.01
41012,0,0
41013,0,0.01
41014,0,0
41015,0,0
41016,0,0
41017,1,0.62
41018,0,0.11
41019,0,0.06
41020,0,0
41021,1,0.76
41022,0,0
41023,0,0.02
41024,0,0.09
41025,0,0.38
41026,0,0.04
41027,0,0
41028,0,0.13
41029,0,0.02
41030,0,0.02
41031,0,0
41032,0,0
41033,0,0.05
41034,0,0
41035,0,0.03
41036,0,0.01
41037,0,0.18
41038,1,0.51
41039,0,0.05
41040,0,0.12
41041,0,0
41042,0,0.01
41043,0,0.01
41044,0,0.02
41045,0,0.02
41046,0,0.36
41047,0,0.32
41048,0,0.19
41049,0,0.02
41050,0,0
41051,0,0
41052,1,0.54
41053,0,0
41054,1,0.58
41055,0,0.06
41056,0,0.03
41057,0,0
41058,0,0.01
41059,0,0
41060,0,0.2
41061,0,0.03
41062,0,0
41063,0,0.01
41064,0,0.02
41065,0,0.36
41066,0,0.18
41067,0,0
41068,0,0.01
41069,0,0
41070,0,0
41071,1,0.73
41072,0,0
41073,0,0.06
41074,0,0.15
41075,0,0
41076,0,0.04
41077,0,0.01
41078,0,0.16
41079,0,0.02
41080,0,0.24
41081,1,0.67
41082,0,0
41083,1,0.71
41084,0,0.02
41085,0,0.05
41086,0,0.02
41087,0,0.01
41088,0,0.18
41089,0,0.01
41090,0,0.17
41091,0,0
41092,0,0.09
41093,0,0.02
41094,0,0.14
41095,0,0.05
41096,0,0
41097,0,0.4
41098,0,0.03
41099,0,0.04
41100,0,0.03
41101,0,0.18
41102,0,0.37
41103,0,0.03
41104,0,0.02
41105,0,0
41106,0,0.14
41107,0,0.03
41108,0,0.43
41109,0,0
41110,0,0.02
41111,0,0.21
41112,0,0.46
41113,0,0.01
41114,0,0.33
41115,0,0.08
41116,0,0.02
41117,0,0.05
41118,0,0.04
41119,0,0.06
41120,0,0.02
41121,0,0.28
41122,0,0
41123,0,0
41124,0,0.04
41125,0,0.08
41126,0,0.31
41127,0,0.01
41128,0,0.24
41129,0,0.01
41130,0,0.01
41131,0,0.03
41132,0,0.07
41133,0,0.03
41134,0,0.28
41135,0,0.03
41136,0,0
41137,0,0
41138,0,0.1
41139,0,0.02
41140,0,0
41141,0,0.44
41142,0,0.01
41143,0,0
41144,0,0.18
41145,0,0
41146,0,0
41147,0,0.07
41148,0,0.04
41149,0,0.02
41150,0,0.05
41151,0,0.4
41152,0,0.04
41153,0,0.01
41154,0,0
41155,0,0.38
41156,0,0.16
41157,0,0.09
41158,0,0.01
41159,0,0.15
41160,0,0.01
41161,0,0.12
41162,0,0
41163,0,0.04
41164,0,0.05
41165,0,0.09
41166,0,0.04
41167,0,0.2
41168,0,0.13
41169,0,0.04
41170,0,0.25
41171,0,0.16
41172,0,0.02
41173,0,0.01
41174,0,0.41
41175,0,0.05
41176,0,0.01
41177,0,0.2
41178,0,0.03
41179,0,0.3
41180,0,0
41181,0,0
41182,0,0.05
41183,0,0.02
41184,0,0.08
41185,0,0.36
41186,0,0.1
41187,0,0
41188,0,0
41189,0,0.36
41190,0,0.03
41191,0,0.24
41192,1,0.72
41193,0,0
41194,0,0
41195,0,0.07
41196,0,0
41197,0,0.02
41198,0,0
41199,0,0.04
41200,0,0
41201,0,0.08
41202,0,0
41203,0,0
41204,0,0.01
41205,0,0.06
41206,0,0.23
41207,0,0.05
41208,0,0
41209,0,0.04
41210,0,0.05
41211,0,0
41212,0,0.03
41213,0,0.17
41214,1,0.62
41215,0,0.2
41216,0,0.01
41217,0,0.01
41218,0,0.27
41219,0,0.24
41220,0,0
41221,0,0.11
41222,0,0.01
41223,0,0.14
41224,0,0.42
41225,0,0.11
41226,0,0
41227,0,0.44
41228,0,0.01
41229,0,0.02
41230,0,0.02
41231,0,0.44
41232,0,0.05
41233,0,0
41234,0,0.07
41235,0,0.01
41236,0,0.05
41237,0,0.18
41238,0,0.03
41239,0,0.27
41240,0,0
41241,0,0
41242,0,0.06
41243,0,0.01
41244,0,0.03
41245,0,0.17
41246,0,0.48
41247,0,0.02
41248,0,0.41
41249,0,0.02
41250,0,0
41251,0,0
41252,0,0.07
41253,0,0
41254,0,0
41255,0,0
41256,0,0.1
41257,0,0.36
41258,0,0.04
41259,0,0.1
41260,0,0.04
41261,0,0.09
41262,0,0.08
41263,0,0.39
41264,0,0
41265,0,0.03
41266,0,0.01
41267,0,0.01
41268,0,0.09
41269,0,0.03
41270,0,0.11
41271,0,0
41272,0,0.01
41273,0,0.06
41274,0,0.19
41275,0,0.3
41276,0,0.01
41277,0,0
41278,0,0
41279,0,0.41
41280,0,0
41281,0,0.02
41282,0,0
41283,0,0.15
41284,0,0.21
41285,0,0.02
41286,0,0.02
41287,0,0.37
41288,0,0.27
41289,0,0.01
41290,0,0.18
41291,1,0.62
41292,0,0.15
41293,0,0.02
41294,0,0
41295,0,0.17
41296,0,0
41297,0,0
41298,0,0.49
41299,0,0.05
41300,0,0.34
41301,0,0
41302,0,0.02
41303,0,0
41304,0,0
41305,0,0.36
41306,0,0.08
41307,0,0
41308,0,0
41309,0,0.01
41310,0,0.02
41311,1,0.68
41312,0,0
41313,0,0.05
41314,0,0.19
41315,0,0.01
41316,0,0.26
41317,0,0.08
41318,0,0.04
41319,0,0.03
41320,0,0.09
41321,0,0.02
41322,0,0.31
41323,0,0.01
41324,0,0.03
41325,0,0
41326,0,0.04
41327,0,0.02
41328,0,0.05
41329,0,0.12
41330,0,0.08
41331,0,0
41332,0,0.19
41333,0,0.01
41334,0,0.02
41335,0,0.01
41336,1,0.57
41337,0,0.06
41338,0,0.05
41339,0,0
41340,0,0
41341,1,0.65
41342,0,0.02
41343,0,0.07
41344,1,0.77
41345,0,0.12
41346,0,0.01
41347,0,0.04
41348,0,0.31
41349,0,0.37
41350,0,0
41351,1,0.57
41352,0,0
41353,0,0.01
41354,0,0
41355,0,0.01
41356,0,0
41357,0,0.01
41358,0,0.09
41359,0,0.01
41360,0,0.05
41361,0,0.01
41362,1,0.51
41363,1,0.57
41364,0,0.01
41365,0,0.15
41366,0,0.02
41367,0,0.05
41368,0,0.07
41369,0,0
41370,1,0.8
41371,0,0.01
41372,0,0
41373,0,0.01
41374,0,0
41375,0,0.02
41376,0,0
41377,0,0.03
41378,0,0
41379,0,0.25
41380,0,0.4
41381,0,0.2
41382,0,0.01
41383,0,0.24
41384,0,0.01
41385,0,0.02
41386,0,0.06
41387,0,0
41388,0,0.04
41389,0,0.05
41390,0,0.49
41391,0,0.36
41392,0,0
41393,0,0.07
41394,0,0.02
41395,0,0
41396,0,0
41397,0,0.05
41398,0,0.06
41399,0,0.01
41400,0,0.02
41401,0,0.41
41402,0,0.12
41403,0,0.45
41404,0,0.23
41405,0,0
41406,0,0.1
41407,0,0.15
41408,0,0.06
41409,1,0.69
41410,0,0.02
41411,0,0.02
41412,0,0
41413,0,0.04
41414,0,0.03
41415,0,0.27
41416,0,0.03
41417,0,0
41418,0,0
41419,0,0.14
41420,0,0.17
41421,0,0.03
41422,0,0
41423,0,0
41424,0,0.02
41425,0,0.04
41426,0,0.24
41427,0,0.01
41428,0,0.05
41429,0,0.02
41430,0,0.07
41431,0,0.05
41432,0,0.01
41433,0,0.01
41434,0,0.24
41435,0,0
41436,0,0
41437,0,0
41438,0,0
41439,0,0.01
41440,0,0.22
41441,0,0.4
41442,0,0.05
41443,0,0.16
41444,0,0.03
41445,0,0.03
41446,0,0.15
41447,0,0
41448,0,0.05
41449,0,0.03
41450,0,0.19
41451,0,0
41452,0,0
41453,0,0.06
41454,0,0.39
41455,0,0.02
41456,0,0.12
41457,1,0.55
41458,0,0
41459,0,0.35
41460,0,0.27
41461,0,0.32
41462,1,0.52
41463,0,0.16
41464,0,0.07
41465,0,0
41466,0,0.01
41467,0,0.09
41468,0,0.05
41469,0,0.04
41470,0,0
41471,0,0
41472,0,0.34
41473,0,0
41474,0,0.42
41475,0,0
41476,0,0.02
41477,0,0.02
41478,0,0
41479,0,0.02
41480,0,0.04
41481,0,0
41482,0,0.03
41483,0,0.02
41484,0,0
41485,0,0.14
41486,0,0
41487,0,0.07
41488,0,0.29
41489,1,0.55
41490,0,0.29
41491,0,0.06
41492,0,0.01
41493,0,0
41494,0,0.05
41495,0,0
41496,0,0.07
41497,0,0.03
41498,0,0.37
41499,0,0.04
41500,0,0.08
41501,0,0.32
41502,0,0.15
41503,0,0.04
41504,0,0.02
41505,0,0
41506,0,0.08
41507,0,0.46
41508,0,0
41509,0,0.04
41510,0,0.03
41511,0,0.27
41512,0,0.16
41513,0,0.01
41514,0,0.42
41515,0,0.02
41516,0,0.01
41517,0,0.32
41518,0,0.37
41519,0,0.36
41520,0,0
41521,1,0.57
41522,0,0.17
41523,0,0
41524,0,0
41525,0,0.09
41526,0,0.21
41527,0,0.04
41528,0,0
41529,0,0
41530,0,0.07
41531,0,0
41532,0,0
41533,0,0.03
41534,0,0.01
41535,0,0
41536,0,0.01
41537,0,0.04
41538,0,0.25
41539,0,0.35
41540,0,0.04
41541,0,0.12
41542,0,0.01
41543,0,0
41544,0,0.03
41545,0,0.06
41546,0,0
41547,0,0.09
41548,0,0.02
41549,0,0.05
41550,0,0.12
41551,0,0.14
41552,0,0.25
41553,0,0.04
41554,0,0.03
41555,0,0.1
41556,0,0.16
41557,0,0
41558,0,0.17
41559,0,0.02
41560,0,0.01
41561,0,0.4
41562,0,0.01
41563,0,0.02
41564,0,0.01
41565,0,0.01
41566,0,0.01
41567,0,0.03
41568,0,0
41569,0,0.01
41570,0,0.06
41571,0,0
41572,0,0.33
41573,0,0.3
41574,0,0
41575,0,0.01
41576,0,0
41577,0,0.01
41578,1,0.61
41579,0,0.24
41580,0,0.05
41581,1,0.76
41582,0,0.13
41583,0,0.05
41584,0,0.01
41585,0,0.06
41586,0,0.01
41587,0,0
41588,0,0.02
41589,0,0.15
41590,0,0.02
41591,0,0.12
41592,0,0.37
41593,0,0
41594,0,0.01
41595,0,0.01
41596,0,0.02
41597,0,0.01
41598,0,0
41599,0,0.1
41600,0,0.07
41601,0,0.44
41602,0,0.18
41603,1,0.51
41604,0,0.03
41605,0,0.04
41606,0,0.03
41607,0,0
41608,0,0.26
41609,0,0.25
41610,0,0.03
41611,0,0
41612,0,0
41613,0,0.37
41614,0,0.01
41615,0,0.01
41616,0,0.02
41617,0,0.01
41618,0,0
41619,0,0.06
41620,0,0.03
41621,0,0
41622,0,0.01
41623,0,0.11
41624,0,0.01
41625,0,0
41626,0,0
41627,0,0.03
41628,0,0
